"title","longitude","latitude","refnum","has_location"
"Barbour, Lucius, House",-72.6821746829999,41.759056091,79002629,0
"Barker, John, House",-72.82466125499991,41.413455963,74002051,0
"Barkhamsted Center Historic District",-72.96611359499991,41.9295372460001,99001594,0
"Barlow, Aaron, House",-73.42464446999991,41.3203239440001,82004347,0
"Barlow, Boce W., Jr., House",-72.6970596309999,41.7880401610001,94000767,0
"Barnard, Henry, House",-72.6757431029999,41.756896973,66000803,0
"Barnes, Selah, House",-72.9000942349999,41.5913393700001,88003114,0
"Barnes--Frost House",-72.9248428339999,41.565822601,88003109,0
"Barns, Acors, House",-72.0983505249999,41.35723877,76001992,0
"Barnum Museum",-73.1885147089999,41.175521851,72001300,0
"Barnum/Palliser Historic District",-73.18385903299991,41.16758152200001,82000995,0
"Bartlett, Daniel and Esther, House",-73.38400268599992,41.3096122740001,93000290,0
"Basset, Daniel, House",-73.1978759769999,41.3491630550001,02000870,0
"Bassickville Historic District",-73.2108713899999,41.1710128730001,87001511,0
"Batterson Block",-72.6802096229999,41.7678677740001,84000758,0
"Beach, Charles E., House",-72.7418823239999,41.73254776000001,90001287,0
"Beach, Samuel, House",-72.8069458009999,41.2865829470001,88002634,0
"Bean Hill Historic District",-72.10952062099992,41.5567179760001,82001006,0
"Beardsley Park",-73.1818335119999,41.212361065,98000357,0
"Beardsley, Capt. Philo, House",-73.3916627859999,41.7011365530001,79002616,0
"Beardsley--Mix House",-72.74346160899999,41.7447471620001,86001980,0
"Beaver Hills Historic District",-72.9438640019999,41.3244666830001,86002108,0
"Beckley Furnace",-73.29234612799991,42.0107863600001,78002847,0
"Belden, Horace, School and Central Grammar School",-72.80017089799991,41.8798217770001,93000211,0
"Beleden House",-72.9403762819999,41.6748733520001,82004392,0
"Bellamy, Joseph, House",-73.208267212,41.6395988460001,82004444,0
"Belltown Historic District",-72.5045270939999,41.5729286580001,85003543,0
"Bemont, Makens, House",-72.62545013399991,41.7760391240001,82004397,0
"Benedict House and Shop",-73.492164612,41.27220535300011,98001440,0
"Benedict, Francis Jr., House",-73.1522140499999,42.028137207,02000333,0
"Benedict-Miller House",-73.0410156249999,41.5613098140001,81000616,0
"BERKSHIRE NO. 7",-73.1869463349999,41.1783849700001,78002837,0
"Beth El Synagogue",-73.0406438509999,41.5675219880001,95000560,0
"Beth Hamedrash Hagodol Synagogue",-72.6851272579999,41.7790145870001,95000577,0
"Beth Israel Synagogue",-72.9423217769999,41.3077468870001,95000578,0
"Beth Israel Synagogue",-73.4192275999999,41.093425751,91001684,0
"Bethlehem Green Historic District",-73.2086087499999,41.6377231530001,82001001,0
"Bigelow-Hartford Carpet Mills",-72.60144805899991,41.99862670900011,83001256,0
"Bigelow--Hartford Carpet Mills Historic District",-72.6013126849999,41.999528926,94001382,0
"Bikur Cholim Synagogue",-73.20589446999991,41.1809577940001,95001341,0
"Bill, Gurdon, Store",-72.0138473509999,41.457244873,82004368,0
"Birdcraft Sanctuary",-73.25825805299991,41.1452575580001,82004371,0
"Birmingham Green Historic District",-73.08904,41.3224,00000325,0
"Bishop School",-73.036750793,41.5636901860001,82001003,0
"Bishop, Peyton Randolph, House",-73.1975936889999,41.1770668030001,87000803,0
"Bishop, William D., Cottage Development Historic District",-73.1868853539999,41.1680615690001,82004388,0
"Bissell Tavern-Bissell&amp;apos;s Stage House",-72.62731170699991,41.8862228390001,85001825,0
"Bissell, Henry B., House",-73.2366256709999,41.7381248470001,90001288,0
"Black Horse Tavern",-72.35514861499991,41.2889130890001,78002851,0
"Black Rock Gardens Historic District",-73.2245923579999,41.1573088140001,90001430,0
"Black Rock Historic District",-73.2210976379999,41.1530033800001,79002658,0
"Blackledge River Railroad Bridge",-72.4221887679999,41.5838638280001,86002109,0
"Blackman, Elisha, Building",-72.93171691899991,41.3083686830001,78002863,0
"Blackstone House",-72.7861557009999,41.26644516,88002639,0
"Blakeslee Forging Company",-72.87812805199989,41.6003799440001,88002676,0
"Blakeslee, Joseph, House",-72.7650909419999,41.4788284300001,98000362,0
"Boardman&amp;apos;s Bridge",-73.4501381779999,41.5931376230001,76001983,0
"Bolton Green Historic District",-72.4280589199999,41.7722052130001,01000357,0
"Booth, Nathan B., House",-73.10982513399991,41.23916626,92000317,0
"Boothe Homestead",-73.109419725,41.2260025370001,85000951,0
"Boston Post Road Historic District",-73.4656776089999,41.080866793,82000997,0
"Bosworth, Benjamin, House",-72.08369346799989,41.89961690200001,78002857,0
"Bowen, Henry C., House",-71.9764957669999,41.9490691220001,77001414,0
"Bowen, Mathew, Homestead",-71.9731304259999,41.9425914220001,87000859,0
"Bozrah Congregational Church and Parsonage",-72.1652454139999,41.5565573430001,91000952,0
"Bozrah Congregational Church and Parsonage",-72.16599550699991,41.5558553640001,91000952,0
"Brace, Moses--Uriah Cadwell House",-72.74911499,41.785434723,86001982,0
"Bradford-Huntington House",-72.09088897699991,41.5511054990001,70000720,0
"Bradley Edge Tool Company Historic District",-73.3532524269999,41.1975743470001,95001347,0
"Bradley, Icabod, House",-72.8457412719999,41.6489143370001,88003115,0
"Bradley, Timothy, House",-72.8202056879999,41.277008057,88002630,0
"Bradley--Hubbell House",-73.3205032349999,41.24347686800011,03000235,0
"Bradley-Wheeler House",-73.3615646359999,41.1441459660001,84000791,0
"Braman Camp",-73.1548117389999,42.0145113030001,82004451,0
"Branchville Railroad Tenement",-73.4394090979999,41.2654924460001,82004346,0
"Branford Center Historic District",-72.8121740659999,41.278318239,87000636,0
"Branford Electric Railway Historic District",-72.8555121709999,41.266371151,83001278,0
"Branford House",-72.06414396299991,41.3169874270001,84001158,0
"Branford Point Historic District",-72.82141916199991,41.265640707,88001583,0
"Brayton Grist Mill",-71.97572562199991,41.950665056,86001257,0
"Brewer, Selden, House",-72.63398742699989,41.740306854,79002631,0
"Brewster Homestead",-71.9772033689999,41.578800201,00001561,0
"Bridge No. 1603",-72.3426863189999,41.4837046470001,93000641,0
"Bridge No. 1604",-72.34218352900001,41.4754972980001,93000642,0
"Bridge No. 1605",-72.3383018679999,41.4679322530001,93000643,0
"Bridge No. 1860",-72.0864358309999,41.47992607700011,93000644,0
"Bridgeport City Hall",-73.1897277829999,41.176548004,77001387,0
"Bridgeport Downtown North Historic District",-73.18994864299989,41.1801886420001,87001403,0
"Bridgeport Downtown South Historic District",-73.1914499819999,41.176753407,87001402,0
"Bridgewater Center Historic District",-73.3682349249999,41.5356568110001,00000816,0
"Brigham&amp;apos;s Tavern",-72.3131408689999,41.7993164060001,82004383,0
"Bristol Girls&amp;apos; Club",-72.94679260299991,41.6691322330001,87000347,0
"Broad Brook Company",-72.5476027269999,41.9160528660001,85000950,0
"Broad Street Green Historic District",-72.6422337329999,41.8501487060001,99001613,0
"Broad Street Historic District",-72.65250580899991,41.557970992,88001319,0
"Broad Street School",-72.0759124759999,41.534484863,84001162,0
"Broad Street--Davis Park Historic District",-71.8806218259999,41.8041578980001,98001556,0
"Bronson Windmill",-73.2919180759999,41.1724237910001,71000896,0
"Bronson, Aaron, House",-73.1806488039999,41.470867157,93000656,0
"Bronson, Josiah, House",-73.1244005179999,41.5473029540001,82004356,0
"Brookfield Center Historic District",-73.38780657699991,41.4677137750001,91000992,0
"Brooklyn Green Historic District",-71.9489277419999,41.7881763540001,82004401,0
"Brown Tavern",-72.96551920100002,41.7685214510001,72001339,0
"Bryan, Roderick, House",-73.1340942379999,41.6519508360001,00001563,0
"Buckingham House",-73.0568466189999,41.2285804750001,77001406,0
"Buckingham Square District",-72.6761650009999,41.7602748230001,77001404,0
"Buckingham Square Historic District (Boundary Increase)",-72.677252946,41.7597924870001,82000999,0
"Buckingham, William A., House",-72.0728912349999,41.5243568420001,82004379,0
"Building at 136-138 Collins Street",-72.6888961789999,41.7725830080001,79002681,0
"Building at 142 Collins Street",-72.6890563959999,41.7726097110001,79002680,0
"Building at 83-85 Sigourney Street",-72.6937561039999,41.767036438,79002679,0
"Bulkeley Bridge",-72.6657255019999,41.7691953670001,93001347,0
"Bulkeley School",-72.1004599929999,41.3586979610001,81000613,0
"Bull, Amos, House",-72.67348480199991,41.7602043150001,68000039,0
"Bull, Capt. William, Tavern",-73.1615813749999,41.781085911,83001269,0
"Bullet Hill School",-73.2125244139999,41.47752761800011,72001346,0
"Bull&amp;apos;s Bridge",-73.5094311789999,41.6755241980001,72001314,0
"Burgis II, Thomas, House",-72.6778030399999,41.2825775150001,00001562,0
"Burlington--Harmony Hill Roads Historic District",-73.04870607299991,41.7757741110001,96001364,0
"Burnett&amp;apos;s Corner Historic District",-71.97876204400001,41.3880412930001,97001468,0
"Burnham, Edward L., Farm",-72.5726699829999,41.8018913270001,82004436,0
"Burritt Hotel",-72.78329467799991,41.667568207,83001257,0
"Burwell, Ernest R., House",-72.9356155399999,41.6816329960001,92001009,0
"Bush Hill Historic District",-71.9642154459999,41.812043728,87000012,0
"Bush--Holley House",-73.59803009,41.0347976680001,88002694,0
"Bushnell Park",-72.6791708049999,41.7649828120001,70000692,0
"Bushnell, Benjamin, Farm",-72.4192657469999,41.331230164,90000761,0
"Bushnell, Elisha, House",-72.4088287349999,41.286605835,78002850,0
"Butler, James, House",-72.74579620399992,41.77788925200011,86001987,0
"Butler, Roger, House",-72.6712722779999,41.723331451,96000847,0
"Butler-McCook Homestead",-72.6748580929999,41.760715485,71000907,0
"Buttolph-Williams House",-72.65047454799991,41.7103462220001,68000048,0
"Byram School",-73.65326317500001,41.0128252220001,90001110,0
"Cady, John, House",-72.3995285029999,41.831062317,82004390,0
"Cady--Copp House",-71.8668365479999,41.8956298830001,01000939,0
"Calhoun--Ives Historic District",-73.3324976289999,41.6592674270001,95001344,0
"Camp, Moses, House",-73.07601928699999,41.924030304,84001060,0
"Canaan Village Historic District",-73.33091955699992,42.028717902,90001800,0
"Cannondale Historic District",-73.4258077129999,41.2224139340001,92001531,0
"Canoe Brook Historic District",-72.82207193699991,41.276884748,02000335,0
"Canterbury Center Historic District",-71.9723611119999,41.7015406410001,97001446,0
"Canton Center Historic District",-72.9156602829999,41.857762397,97000831,0
"Canty, Marietta, House",-72.6779327389999,41.7817153930001,00001536,0
"Capen-Clark Historic District",-72.6779424399999,41.786356675,82004402,0
"Capewell Horse Nail Company",-72.6724319459999,41.7575492860001,99000927,0
"Capron-Phillips House",-72.2976837159999,41.767318726,82004384,0
"Captain Nathan Hale Monument",-72.3062660339999,41.7678092190001,01001531,0
"Carpenter House",-72.0933303829999,41.55060195900011,70000721,0
"Carpenter, Joseph, Silversmith Shop",-72.0946426389999,41.5499000550001,70000722,0
"Carroll Building",-72.0796574259999,41.5241536920001,82001007,0
"Case, Benomi, House",-72.6937866209999,41.918144226,88001497,0
"Castle, Dr. Andrew, House",-73.0008544919999,41.3768501280001,00000299,0
"Catlin, J. Howard, House",-73.1045074459999,41.69831466700001,93000672,0
"Cedar Hill Cemetery",-72.7030960929999,41.7221888550001,97000333,0
"Center Burying Yard, Old",-72.7412696799999,41.7659328660001,02000421,0
"Center Street Cemetery",-72.8234674899999,41.455147475,97000833,0
"Centerbrook Congregational Church",-72.41440964499991,41.3515048310001,87000113,0
"Central Avenue--Center Cemetery Historic District",-72.64117901799992,41.768999964,93000289,0
"Central Vermont Railroad Pier",-72.0919,41.3578,04001551,0
"Central Village Historic District",-71.90535401699989,41.71832236400011,91000949,0
"Chaffee, Hezekiah, House",-72.6360658669999,41.857686007,72001336,0
"Champion, Henry, House",-72.41355679899991,41.544078374,72001323,0
"Chandler, Capt. Seth, House",-71.96815980499991,42.0137188470001,93001380,0
"Chapel Street Historic District",-72.9294553159999,41.3055728240001,84001123,0
"Chapin, Philip, House",-72.98046112099991,41.8781776430001,77001399,0
"Chaplin Historic District",-72.1275042689999,41.793752898,78002856,0
"Chapman, David, Farmstead",-72.03874206500001,41.444858551,92001642,0
"Chapman, Taylor, House",-72.6296081539999,41.8662261960001,88001492,0
"CHARLES W. MORGAN",-71.96490138199989,41.3627771870001,66000804,0
"Charlton, Capt. Richard, House",-72.09400176999991,41.5512161250001,70000723,0
"Charter Oak Bank Building",-72.6749114989999,41.7669525150001,78002873,0
"Charter Oak Firehouse",-72.8062362669999,41.5364303590001,94000255,0
"Charter Oak Place",-72.6737990959999,41.75917319600011,78002884,0
"Charter Oak Place (Boundary Increase)",-72.67389405499991,41.756212078,82004403,0
"Charter Oak Place (Boundary Increase)",-72.67364717099991,41.7563872010001,82004403,0
"Chelsea Parade Historic District",-72.0816195469999,41.5335517570001,88003215,0
"Cheney Brothers Historic District",-72.5283831539999,41.7665373720001,78002885,0
"Cheney Building",-72.67301940899991,41.7680473330001,78002852,0
"Cheshire Historic District",-72.9037397339999,41.4971512700001,86002793,0
"Chevry Lomday Mishnayes Synagogue",-72.68340130599999,41.7794601320001,95000575,0
"Children&amp;apos;s Village of the Hartford Orphan Asylum",-72.7104492189999,41.7856559750001,82004404,0
"Childs, Starling, Camp",-73.1561202969999,42.011019935,82004463,0
"Chittenden, Russell Henry, House",-72.92308044399989,41.3134193420001,75001944,0
"Christ Church",-72.67304992699989,41.7682113650001,83003558,0
"Christ Episcopal Church and Tashua Burial Ground",-73.26025390599992,41.286037445,01000401,0
"CHRISTEEN (oyster sloop)",-72.3841391579999,41.3507752940001,91002060,0
"Church Farm",-72.1686096189999,41.8394851680001,88002650,0
"Church of the Good Shepherd and Parish House",-72.6706161499999,41.757331848,75001925,0
"Church of the Holy Name",-73.54282379199989,41.0442466740001,87002131,0
"Church of the Holy Trinity and Rectory",-72.6503906249999,41.5614128110001,79002615,0
"City Hall-Monument District",-72.7826528909999,41.668029931,73001957,0
"Civic Institutions Historic District",-72.11123408099991,41.3542859040001,90000602,0
"Clark Brothers Factory No. 1",-72.9025509839999,41.56733659300011,88002679,0
"Clark Brothers Factory No. 2",-72.90271759,41.5670242310001,88002680,0
"Clark Homestead",-72.2146510569999,41.626121487,78002875,0
"Clark, Andrew, House",-71.99887305499991,41.609785017,79002636,0
"Clark, Avery, House",-72.8528137209999,41.56359863300011,88003110,0
"Clark, Capt. John, House",-71.97323228399991,41.6628203650001,70000699,0
"Clay Hill Historic District",-72.6809275049999,41.775654618,83001258,0
"Clay Hill Historic District (Boundary Increase)",-72.6765252539999,41.7766193480001,84000833,0
"Clinton Village Historic District",-72.5183724649999,41.27661698400001,94000788,0
"Coffing, John C., House",-73.4257756179999,41.9770292380001,90001922,0
"Cogswell, Edward, House",-71.9016494749999,41.5857315060001,93001378,0
"Coit Street Historic District",-72.0998309159999,41.3513330310001,88000068,0
"Coite-Hubbard House",-72.65513610799989,41.5574531560001,78002846,0
"Colchester Village Historic District",-72.31983255499991,41.57255165600011,94000254,0
"Colebrook Center Historic District",-73.09742919199989,41.991608242,91000953,0
"Colebrook Store",-73.09638642099991,41.9893304030001,76001980,0
"Collins and Townley Streets District",-72.6951890159999,41.772177168,79002676,0
"Collinsville Historic District",-72.92250142500001,41.8120264620001,76001994,0
"Colony Street--West Main Street Historic District",-72.8045054049999,41.538422714,87001387,0
"Colt Industrial District",-72.66779528000001,41.7532424180001,76001987,0
"Colt, James B., House",-72.67398071299991,41.7516136170001,75001926,0
"Colton, Benjamin, House",-72.7454681399999,41.752693176,86001988,0
"Columbia Green Historic District",-72.302309309,41.7014596010001,90001759,0
"Commodore Hull School",-73.0993499759999,41.3178901670001,83001251,0
"Compo--Owenoke Historic District",-73.35482524199991,41.1061256300001,91000393,0
"Comstock-Cheney Hall",-72.4364155559999,41.3481246320001,82003769,0
"Comstock&amp;apos;s Bridge",-72.448717084,41.5529339830001,76001978,0
"Cone, Jared, House",-72.43282318099992,41.766597748,90000155,0
"Congress Street",-72.6758482849999,41.7543873600001,75001927,0
"Congress Street Historic District (Boundary Increase)",-72.6767461059999,41.7538381360001,92000903,0
"Connecticut Agricultural Experiment Station",-72.9192444509999,41.3306712070001,66000805,0
"Connecticut General Hospital for the Insane",-72.62946735999989,41.5528327550001,85001920,0
"Connecticut Hall, Yale University",-72.9291615059999,41.308062475,66000806,0
"Connecticut Railway and Lighting Company Car Barn",-73.18867492699991,41.1830024720001,87001405,0
"Connecticut State Capitol",-72.6824513899999,41.764076398,70000834,0
"Connecticut State Library and Supreme Court Building",-72.6830291749999,41.7629547120001,81000535,0
"Connecticut Statehouse",-72.67335510299991,41.7657661440001,66000878,0
"Connecticut Valley Railroad Roundhouse and Turntable Site",-72.35116979499991,41.2839580140001,94000395,0
"Converse House and Barn",-72.08307647699991,41.5341949460001,70000716,0
"Cook, John, House",-72.92202758799991,41.3073463440001,83003576,0
"Copper Ledges and Chimney Crest",-72.9338626619999,41.679017775,92001010,0
"Cornwall Bridge Railroad Station",-73.3718435519999,41.8196549230001,72001313,0
"Cos Cob Power Station",-73.59684929299991,41.02950126400011,90001096,0
"Cos Cob Railroad Station",-73.602104187,41.029666901,89000928,0
"Cosier--Murphy House",-73.4739235829999,41.46951927400001,91000994,0
"Cossitt, Frederick H., Library",-72.82106018100001,41.983921051,88000708,0
"Coult, Abraham, House",-72.5439682009999,41.7167358400001,00000834,0
"Cove Island Houses",-73.50353240999991,41.0489463810001,79002652,0
"Coventry Glass Factory Historic District",-72.35012906099991,41.7989818030001,87000806,0
"Cowles, Capt. Josiah, House",-72.90289306599991,41.5851478580001,88003102,0
"Cowles, Gen. George, House",-72.8342437739999,41.7174949650001,82004400,0
"Crandall, Prudence, House",-71.9716042939999,41.6978948970001,70000696,0
"Cream Hill Agricultural School",-73.32250365899991,41.892437612,76001986,0
"Cream Hill Shelter",-73.3270590419999,41.911867859,86001727,0
"Curtis Memorial Library",-72.7972640989999,41.5356864930001,81000618,0
"Curtis, Nathaniel, House",-73.1196611779999,41.196671489,82004342,0
"Curtiss, Reuben, House",-73.1690673829999,41.4756011960001,93000658,0
"Curtisville Historic District",-72.61712951199991,41.717348293,92001638,0
"Dana, James Dwight, House",-72.9237213129999,41.3132476810001,66000874,0
"Daniels, Charles, House",-72.45883178699999,41.407802582,88000094,0
"Danielson Main Street Historic District",-71.8840950179999,41.8048451690001,92000265,0
"Darling, Robert and Julia, House",-72.80268859899989,41.872337341,90002117,0
"Darling, Thomas, House and Tavern",-72.9791384479999,41.3626147570001,79002639,0
"Davenport, Deacon John, House",-73.5276107789999,41.1249618530001,82004611,0
"Davenport, Hanford, House",-73.50369262699989,41.15963363600011,89000948,0
"Day House",-72.7001876829999,41.7655372620001,71000909,0
"Day, Amasa, House",-72.45217388799991,41.5018547390001,72001315,0
"Day, Calvin, House",-72.6835250849999,41.7701530460001,78002872,0
"Day-Taylor House",-72.67451477099991,41.75350189200011,75001930,0
"Dayville Historic District",-71.8851712609999,41.84568584,88001422,0
"Deacon&amp;apos;s Point Historic District",-73.1698572249999,41.1828524700001,92001019,0
"Deane, Silas, House",-72.65292358400001,41.7116432190001,70000835,0
"Deep River Freight Station",-72.42732238799989,41.392997742,94001445,0
"Deep River Town Hall",-72.4359289689999,41.384860368,76001977,0
"Department Store Historic District",-72.6723854409999,41.7679976420001,95000284,0
"Deshon-Allyn House",-72.10555267299991,41.3734397890001,70000700,0
"Dickerman II, Jonathan, House",-72.9024505619999,41.420482635,82004351,0
"Dillon Building",-72.6740341189999,41.76767730700001,82004407,0
"Division Street Historic District",-73.2495892469999,41.171905204,82004385,0
"Doane&amp;apos;s Sawmill/Deep River Manufacturing Company",-72.48353458199991,41.3380871160001,85000313,0
"DORIS (Sailing yacht)",-72.3925795039999,41.3833452360001,84001108,0
"Dorrance Inn",-71.8470687869999,41.6903266910001,02000867,0
"Downtown Main Street Historic District",-72.6434673009999,41.769587318,96001464,0
"Downtown New London Historic District",-72.0961199829999,41.3528064590001,79002665,0
"Downtown New London Historic District (Boundary Increase)",-72.09880111699989,41.3527210290001,88000070,0
"Downtown North Historic District",-72.6768895109999,41.7718624460001,04000390,0
"Downtown Norwich Historic District",-72.0769450449999,41.523976653,85000707,0
"Downtown Seymour Historic District",-73.0740042599999,41.3941904150001,83001279,0
"Downtown Stamford Historic District",-73.5400113379999,41.0522333910001,83003502,0
"Downtown Stamford Historic District (Boundary Increase 2)",-73.53873365299999,41.05619862100011,02001744,0
"Downtown Stamford Historic District (Boundary Increase)",-73.540803852,41.0540629970001,85000311,0
"Downtown Torrington Historic District",-73.1211121999999,41.8017762680001,88002978,0
"Downtown Waterbury Historic District",-73.0423688489999,41.5552752130001,83001280,0
"Drake Hill Road Bridge",-72.7999577179999,41.8683921300001,84000999,0
"Dudley, Jedidiah, House",-72.3637750209999,41.314869769,82004339,0
"Dudleytown Historic District",-72.6577682329999,41.2994441270001,91000951,0
"Dwight Street Historic District",-72.93945459599991,41.3104539820001,83001281,0
"Eagle&amp;apos;s Nest",-73.1600952149999,41.1788177490001,79002630,0
"East Bridgeport Historic District",-73.1854626479999,41.1872158240001,79002659,0
"East District School",-72.0882873539999,41.546073914,70000717,0
"East Granby Historic District",-72.7241145309999,41.942222068,88001318,0
"East Haddam Historic District",-72.4622541209999,41.4563252460001,83001273,0
"East Haven Green Historic District",-72.8672567229999,41.2744975570001,02000336,0
"East Main Street Historic District",-73.1805856459999,41.182491069,85000306,0
"East Plymouth Historic District",-72.99939999999999,41.69707,85000312,0
"East Rock Park",-72.905493083,41.3279898040001,97000299,0
"East Weatogue Historic District",-72.79899057199991,41.847416255,90001107,0
"East Windsor Academy",-72.5786819459999,41.9034156800001,98000359,0
"East Windsor Hill Historic District",-72.6120661439999,41.8564597640001,86001208,0
"Edgerton",-72.9262826629999,41.3340588030001,88001469,0
"Edgewood Park Historic District",-72.95404255699989,41.31534390500011,86001991,0
"Eells-Stow House",-73.0571441649999,41.2190895080001,77001407,0
"Ein Jacob (Ayn Yacob) Synagogue",-73.16375787299999,41.1805395520001,95001342,0
"Eliot, Jared, House",-72.68773989499989,41.2712195000001,85002792,0
"Eliot, Samuel, House",-72.36816406299991,41.2834205630001,72001316,0
"Elizabeth Park",-72.7174032419999,41.7720264820001,83001259,0
"Ellington Center Historic District",-72.4711254009999,41.904036305,90001754,0
"Elliottville Lower Mill",-71.84205302699991,41.8391429310001,82004406,0
"Ellsworth, Horace H., House",-72.6311035159999,41.863998413,88001489,0
"Ellsworth, Oliver, Homestead",-72.6247406009999,41.8787155150001,70000707,0
"Elm Street Historic District",-72.6795653919999,41.7620457580001,84001003,0
"Elm Street Historic District",-72.6441028549999,41.6647047180001,98000358,0
"ELMER S. DAILEY",-73.1868222009999,41.178563162,78002838,0
"Elmore Houses",-72.59529337299991,41.8028658220001,85001832,0
"Elmore Houses",-72.5947021239999,41.8025832540001,85001832,0
"Elton Hotel",-73.0408782959999,41.5565452580001,83001282,0
"Ely, Rev. John, House",-73.4029083249999,41.3745002750001,01000400,0
"EMMA C. BERRY (Fishing Sloop)",-71.96619928199992,41.3597716890001,94001649,0
"Emmanuel Church",-72.6081848139999,41.3941192630001,99000924,0
"Endee Manor Historic District",-72.95747206099991,41.67893559,96000027,0
"Enfield Canal",-72.6190232769999,41.95001426100001,76001998,0
"Enfield Historic District",-72.5933107529999,41.9760722230001,79002664,0
"Enfield Shakers Historic District",-72.51555993099991,42.0114917960001,79002663,0
"Enfield Town Meetinghouse",-72.5919876099999,41.9765014650001,74002050,0
"Engine Company 1 Fire Station",-72.6753616329999,41.7583923340001,89000025,0
"Engine Company 15 Fire Station",-72.69219970699992,41.7419891360001,89000023,0
"Engine Company 16 Fire Station",-72.69530487099991,41.8042411800001,89000021,0
"Engine Company 2 Fire Station",-72.6767730709999,41.775375366,89000022,0
"Engine Company 6 Fire Station",-72.666389465,41.7575416560001,89000020,0
"Engine Company 9 Fire Station",-72.7029190059999,41.73371505700001,89000024,0
"Eno Memorial Hall",-72.8019180299999,41.8744010930001,93000210,0
"Eno, Amos, House",-72.8036628859999,41.872434791,75001935,0
"Eolia--Harkness Estate",-72.1127565939999,41.3046997020001,86003331,0
"Erwin Home for Worthy and Indigent Women",-72.7799072269999,41.6571502690001,02000332,0
"Esperanza",-73.00111389199991,41.857570648,02000334,0
"Essex Freight Station",-72.4060058589999,41.3516197200001,94000337,0
"Evans, Ebenezer, House",-72.8343124389999,41.6306266780001,88003101,0
