"title","longitude","latitude","refnum","has_location"
"Chitina Tin Shop",-144.442185785,61.51710179600011,79003763,0
"Christ Church Mission",-160.203766623,62.6538660360001,80004572,0
"CHUGACH (Ranger Boat)",-132.971798852,56.80919048900011,91001937,0
"Church of the Assumption of the Virgin Mary",-151.266265869,60.5524139400001,70000898,0
"Church of the Holy Ascension",-166.538695941,53.87692114300009,70000112,0
"City Hall, Old",-147.720687866,64.8421325680001,02000561,0
"Civil Works Residential Dwellings",-149.889291969,61.22770484200001,04000717,0
"Clay Street Cemetery (AHRS Site No. FAI-164)",-147.71676682,64.8432862210001,82001619,0
"Clover Pass School",-131.792267087,55.472356086,05000898,0
"Coal Creek Historic Mining District",-143.193158544,65.307835557,95000573,0
"Coal Village Site",-151.900245877,59.39718620500009,78003424,0
"Constitution Hall",-147.823612311,64.8575482360001,05001196,0
"Cooper Landing Historic District",-149.835075533,60.48882129500002,86001475,0
"Cooper Landing Post Office",-149.835173449,60.48994224500011,78003425,0
"Copper River and Northwestern Railway",-144.715929717,61.29237315600012,73002275,0
"Copper River and Northwestern Railway Bunkhouse and Messhouse",-144.436411411,61.515744866,02001460,0
"Cordova Post Office and Courthouse",-145.757436378,60.54458816400012,77001571,0
"Council City and Solomon River Railroad",-164.436069736,64.5455525900001,01000109,0
"Crow Creek Consolidated Gold Mining Company",-149.082669661,60.997789169,78000517,0
"Cunningham-Hall Pt-6,Nc-692W",-149.132905219,61.5796378060001,78000531,0
"Curry Lookout",-150.098278104,62.6225653280001,92000424,0
"David, Leopold, House",-149.89364624,61.22053909300011,86001900,0
"Davidson Lake Shelter Cabin",-134.379370699,57.6043367840001,95001303,0
"Davis, J. M., House",-134.407546997,58.30216598500001,82002073,0
"Davis, Mary Lee, House",-147.730224609,64.843399048,82004901,0
"Discovery Claim on Pedro Creek",-147.502670135,65.00834486800009,92000498,0
"Discovery Saloon",-165.414382935,64.4993362430001,80000759,0
"Distin Lake Shelter Cabin",-134.405324073,57.449505764,95001294,0
"Diversion Tunnel",-149.455031031,60.10335124400011,77001577,0
"Duncan, Father William, House",-131.593124447,55.12572722500001,72001582,0
"Dutch Harbor Naval Operating Base and Fort Mears, U.S. Army",-166.534434171,53.900949374,85002733,0
"Eagle Historic District",-141.215356359,64.78499636200012,70000919,0
"Eklutna Power Plant",-149.337175889,61.4553983630001,80000746,0
"Eldred Rock Lighthouse",-135.220635302,58.9708843060001,75000332,0
"Elevation of Holy Cross Church",-157.005089962,58.7148983010001,80000755,0
"Emmons House",-135.323867798,57.0485343930001,77000224,0
"Ester Camp Historic District",-148.020465893,64.846744094,87000703,0
"ETOLIN CANOE",-132.450077071,56.176318553,88001061,0
"Ewe Creek Ranger Cabin No. 8",-149.347836115,63.8001131870001,86003217,0
"F. E. Company Housing",-147.719471446,64.849823767,97000400,0
"F. E. Company Machine Shop",-147.718505859,64.8521804810001,95001164,0
"F. E. Company Manager&amp;apos;s House",-147.715026855,64.8541488650001,96000095,0
"F.E. Company Dredge No. 2",-147.095442399,65.04214368700011,99000763,0
"F.E. Company Dredge No. 4",-141.939713731,64.0731046290001,06000435,0
"F.E. Company Gold Dredge No. 5",-147.575993246,65.030494956,04000186,0
"F/V CHARLES W (Schooner)",-132.962582106,56.8111879830001,05000285,0
"Fairview Inn",-150.113774503,62.32332002500001,82004905,0
"Federal Building",-147.720932007,64.8427658080001,78003422,0
"Federal Building-U.S. Courthouse",-149.893707275,61.218566895,78000516,0
"First Lutheran Church",-131.665130615,55.3480339050001,87000716,0
"First Mission House",-161.739212036,60.7752113340001,90001551,0
"Five Finger Light Station",-133.632132042,57.27031984400011,04000416,0
"Fort Abercrombie State Historic Site",-152.355389156,57.83289718,70000917,0
"Fort St. Michael",-162.039869731,63.4775622050001,77000221,0
"Fort William H. Seward",-135.441018801,59.2280207690001,72000190,0
"Fourth Avenue Theatre (AHRS Site No. ANC-284)",-149.894195557,61.2185363770001,82001620,0
"Frances House",-134.408340454,58.3018875120001,85001187,0
"Fries Miners&amp;apos; Cabins",-134.405549297,58.30459114700011,88001347,0
"Fure&amp;apos;s Cabin",-155.429542297,58.669881639,85000187,0
"Gakona Historic District",-145.305846215,62.30233893500012,01000024,0
"Gakona Roadhouse",-145.307002726,62.3023530290001,77001579,0
"Gill, Oscar, House",-149.908920288,61.2127037050001,01000022,0
"Gilmore Building",-131.654434204,55.344734192,89001415,0
"Goldstream Dredge No. 8",-147.655589884,64.937115175,84000637,0
"Government Cable Office",-149.437561035,60.10190582300002,80004574,0
"Government Indian School",-135.442756403,59.23771376300001,80000756,0
"Gruening, Ernest, Cabin",-134.787825878,58.49373477600011,92000633,0
"Guard Island Lighthouse",-131.770425882,53.8511593690001,03001378,0
"Hanlon--Osbakken House",-135.32774353,57.048465729,92000404,0
"Harding Railroad Car",-147.772727189,64.83903071700011,78003423,0
"Hasselborg Cabin",-134.080229408,58.5443260390001,95001291,0
"Hasselborg Lake East Shelter Cabin",-134.215684837,57.6676551460001,95001308,0
"Hasselborg Lake North Shelter Cabin",-134.321112045,57.7670748140001,95001307,0
"Hasselborg Lake South Shelter Cabin",-134.088347843,57.66500515800001,95001300,0
"Herried House",-149.171111592,61.6369609750001,91000778,0
"Hinckley-Creamer Dairy",-147.739229461,64.8643446290001,77001572,0
"Hirshey Mine",-149.52058682,60.79381806100012,78003419,0
"Hoben Park",-149.441187185,60.09377079500009,06000515,0
"Holy Resurrection Church",-152.402801514,57.7873573300001,77001574,0
"Holy Resurrection Church",-162.021577034,55.08507211000011,80000739,0
"Holy Transfiguration of Our Lord Chapel",-151.665532364,60.0501930790001,78003426,0
"Holy Trinity Church",-134.403579712,58.30138778700011,78000528,0
"Hope Historic District",-149.642048144,60.919383624,72001583,0
"Hydaburg Totem Park",-132.826803276,55.20746531399999,06000491,0
"Hyland Hotel",-149.119140625,61.5993576050001,91000774,0
"Igloo Creek Cabin No. 25",-149.58487627,63.60936993899999,86003208,0
"Illinois Street Historic District",-147.720465197,64.85149698800009,01000966,0
"Immaculate Conception Church",-147.722106934,64.8460006710001,76002278,0
"Independence Mines",-149.285171071,61.7945406850001,74000440,0
"Japanese Occupation Site, Kiska Island",177.527320446,51.983529322,85002732,0
"Johnson, Harry A., Trapline Cabin",-149.946744585,60.7553172900001,00000424,0
"Joslin, Falcon, House",-147.730194092,64.84336853000011,80004567,0
"Jualpa Mining Camp",-134.386414804,58.305946879,93000733,0
"JUDITH ANN (Riverboat)",-132.347805777,56.32377535600011,04000658,0
"Juneau Downtown Historic District",-134.405935439,58.29987746800001,94000603,0
"Juneau Memorial Library",-134.40737915,58.30061340300011,06000463,0
"Kake Cannery",-133.925827004,56.96502231200012,97001677,0
"Kansky&amp;apos;s",-142.994568432,62.37902708400011,97000432,0
"KENI Radio Building",-149.925674438,61.2053222660001,88000380,0
"Kennecott Mines",-142.870141576,61.50961605000001,78003420,0
"Ketchikan Federal Building",-131.650482178,55.3444213870001,05000897,0
"Ketchikan Ranger House",-131.66569519,55.3488693240001,87000645,0
"Kimball&amp;apos;s Store",-149.888092373,61.2201122180001,86001901,0
"Kink, The",-142.040224112,64.3864352530001,75002161,0
"Kirsch&amp;apos;s Place",-150.075272567,62.1671113290001,97001631,0
"Klondike Goldrush National Historical Park",-135.254443481,59.575431194,76002189,0
"Knik Site",-149.730712151,61.45757987300001,73000379,0
"Kodiak Naval Operating Base and Forts Greely and Abercrombie",-152.352442922,57.83097788400001,85002731,0
"Kukak Cannery Archeological Historic District",-154.189037294,58.31715027000011,03000192,0
"Lacey Street Theatre",-147.717941284,64.8435897830001,90000878,0
"Ladd Field",-147.6274,64.8381,85002730,0
"Lake Guerin East Shelter Cabin",-134.286241902,57.659988259,95001306,0
"Lake Guerin West Shelter Cabin",-134.341747166,57.64906070300001,95001301,0
"Lauritsen Cabin",-149.474471299,60.6725123130001,79003761,0
"Lee, Jesse, Home for Children",-149.445953804,60.1265164330001,95001146,0
"Leffingwell Camp Site",-146.053593969,70.1852759070001,71001093,0
"Lindblom, Erik, Placer Claim",-165.433425689,64.585378378,76000362,0
"Loussac--Sogn Building",-149.889373779,61.2182617190001,98000567,0
"Lower East Fork Ranger Cabin No. 9",-149.983879066,63.80039938100001,86003214,0
"Lower Toklat River Ranger Cabin No. 18",-150.256515776,63.80506544299999,86003222,0
"Lower Windy Creek Ranger Cabin No. 15",-148.830162132,63.46431250000011,86003229,0
"MacKinnon Apartments",-134.404937744,58.3007087710001,00000144,0
"Main School",-147.721204319,64.8397202580001,90001472,0
"Mary Island Light Station",-131.182939873,55.0987495350001,05000645,0
"Masonic Temple",-147.726119995,64.8442535400001,80004568,0
"Matanuska Colony Community Center",-149.111076006,61.60134137900009,91000773,0
"Mayflower School",-134.389328003,58.27438736,88002534,0
"McCarthy General Store",-142.923139146,61.4336803640001,78003421,0
"McCarthy Power Plant",-142.927051477,61.432053538,79003752,0
"McGregor, George, Cabin",-143.12911502,65.3509072790001,87001199,0
"Million Dollar Bridge",-144.745684094,60.6730229760001,00000293,0
"Mills House",-135.332763672,57.0479660030001,78000536,0
"Mills, W. P., House",-135.331207275,57.04723739600011,77000226,0
"Mission Church",-145.343637777,68.1252901120001,77001578,0
"Mitchell Bay Shelter Cabin",-134.398436718,57.5644551980001,95001302,0
"Mole Harbor Shelter Cabin",-134.100212953,57.6597002820001,95001297,0
"Moose Creek Ranger Cabin No. 19",-150.617508899,63.48256733300011,86003231,0
"Mount McKinley National Park Headquarters District",-148.965821912,63.721278231,87000975,0
"Mt. Alyeska Roundhouse",-149.076747823,60.9620461000001,02000562,0
"Murray Apartments and Cottages",-135.33753349,57.0503445740001,92000402,0
"Nabesna Gold Mine Historic District",-142.999927822,62.37412836300011,79003755,0
"Nativity of Holy Theolokos Church",-152.765275746,58.0099818310001,80004577,0
"Nativity of Our Lord Chapel",-152.500812762,57.92332226000011,80004582,0
"NENANA (steamer)",-147.7727,64.83880000000001,72001581,0
"Nenana Depot",-149.103390538,64.564190055,77000229,0
"Oddfellows House",-147.726333618,64.8443222050001,80004569,0
"Old Mission House",-145.2733,66.56640000000002,78000539,0
"Old Sitka Site",-135.372710711,57.13100602600012,66000166,0
"Palmer Depot",-149.112115631,61.6063633460001,78000530,0
"Patten Colony Farm",-149.141521492,61.5797275210001,91000776,0
"Pilgrim 100B Aircraft",-158.460667295,59.0422519000001,86002230,0
"Pilgrim Hot Springs",-164.924450011,65.08889344400011,77000223,0
"Pioneer School House",-149.875106812,61.2195358280001,80000747,0
"Pleasant Camp",-136.362581459,59.4505682920001,73000376,0
"Point Barrow Refuge Station",-156.777129931,71.2973651330001,80004563,0
"Point Retreat Light Station",-134.954915416,58.41080607,03000529,0
"Porcupine District",-136.238179178,59.42078595,76000358,0
"Potter Section House",-149.796938627,61.05156428700011,85003113,0
"Presentation of Our Lord Chapel",-154.164702367,62.96698427500011,80004584,0
"Protection of the Theotokos Chapel",-154.170770544,56.94521839900011,80004590,0
"Prudhoe Bay Oil Field Discovery Well Site",-160.545471681,70.323391734,00000264,0
"Puhl House",-149.136739206,61.610695428,91000777,0
"Rainey&amp;apos;s Cabin",-147.841441141,64.85900987300001,75002158,0
"Rapids Roadhouse",-145.859354099,63.52953191200001,01000021,0
"Rebarchek, Raymond, Colony Farm",-149.129897507,61.57699057400001,78000532,0
"Reception Building",-145.75303536,60.55235941200001,80004566,0
"Red Dragon Historic District",-145.758278863,60.54163272800011,82004899,0
"Rika&amp;apos;s Landing Roadhouse",-145.841188891,64.15551507000001,76000364,0
"Riley Creek Ranger Cabin No. 20",-148.956045141,63.58259022200011,86003225,0
"Rogers-Post Site",-157.053593294,71.15517083800012,80004564,0
"Rose Building",-147.719924927,64.84680938700011,92000444,0
"Ruby Roadhouse",-155.493356428,64.7397332460001,82004898,0
"Russian Bishop&amp;apos;s House",-135.327270508,57.04848861699999,66000025,0
"Russian-American Building No. 29",-135.334309526,57.04927520000012,87001282,0
"Saint Philip&amp;apos;s Episcopal Church",-132.383041382,56.4689865110001,87000654,0
"Sanctuary River Cabin No. 31",-149.47362398,63.7220466260001,86003206,0
"Saxman Totem Park",-131.596266254,55.31936255000011,79003758,0
"Seal Island Historic District",-170.0424841,56.90692856800009,66000156,0
"See House",-135.323699951,57.048519135,78000537,0
"Sentinel Island Light Station",-134.922168821,58.5457986440001,02001407,0
"Seward Depot",-149.439056396,60.1011695860001,87000652,0
"Sheldon Jackson School",-135.322699667,57.05053638,72000193,0
"Site Summit",-149.531154526,61.2548717550001,96000691,0
"Sitka National Historical Park",-135.313622309,57.0472535110001,66000164,0
"Sitka Naval Operating Base and US Army Coastal Defenses",-135.36622981,57.04677837600011,86003559,0
"Sitka Pioneers&amp;apos; Home",-135.33416748,57.04681015000011,79000413,0
"Sitka Spruce Plantation",-166.542133794,53.88766384000011,78000513,0
"Sitka US Post Office and Court House",-135.33430481,57.046768188,97001584,0
"Slana Roadhouse",-143.962997869,62.70492832200011,04001569,0
"Slaven, Frank, Roadhouse",-143.128778417,65.344089947,87001202,0
"Snow Creek Placer Claim No. 1",-165.406320136,64.5966273440001,76000363,0
"Solomon Roadhouse",-164.442557345,64.558714556,80000760,0
"Sons of Norway Hall",-132.959286423,56.810334362,79003765,0
"Sourdough Inn",-145.271399911,66.563485325,97001585,0
"Spring Creek Lodge",-149.474151611,61.3901634220001,01000938,0
"St. Alexander Nevsky Chapel",-165.77988045,54.1350001000001,80000738,0
"St. George the Great Martyr Orthodox Church",-169.553389069,56.550832153,80000743,0
"St. Jacob&amp;apos;s Church",-161.765886363,60.707614989,80000748,0
"St. John the Baptist Chapel",-157.011167632,58.7276230790001,80000750,0
"St. John the Baptist Church",-134.585990661,57.5036767460001,80004589,0
"St. John the Theologian Church",-159.1431,55.91050000000001,80000741,0
"St. Joseph&amp;apos;s Catholic Church, Old",-165.4087677,64.50025177000001,00000149,0
"St. Michael the Archangel Church",-145.740305099,60.5420929940001,80004578,0
"St. Nicholas Chapel",-160.501575832,55.25368161000011,80000742,0
"St. Nicholas Chapel",-158.551078759,58.797463963,80000749,0
"St. Nicholas Chapel",-154.10515831,59.78470816700011,80000753,0
"St. Nicholas Chapel",-154.856006993,59.965256282,80000751,0
"St. Nicholas Chapel",-151.713675798,59.429752733,80004588,0
"St. Nicholas Chapel",-155.543553321,59.33407976500011,80004579,0
"St. Nicholas Church",-157.603852433,56.91383664000011,80000754,0
"St. Nicholas Church",-168.869521548,52.9373057170001,80000740,0
"St. Nicholas Russian Orthodox Church",-134.40562439,58.3019828800001,73000377,0
"St. Nicholas Russian Orthodox Church",-161.436370437,60.811624851,91000385,0
"St. Peter&amp;apos;s Church",-135.323699951,57.048519135,78000538,0
"St. Peter&amp;apos;s Episcopal Church",-149.44430542,60.1030044560001,79003762,0
"St. Seraphim Chapel",-160.360929503,61.5118255300001,80004586,0
"St. Sergius Chapel",-159.243430768,61.5709832740001,80004585,0
"Stedman--Thomas Historic District",-131.639374332,55.33989580400001,96000062,0
"Steele Creek Roadhouse",-141.286507582,64.2705271570001,80004576,0
"Storehouse No. 3",-130.102923654,55.2352584720001,77001575,0
"Storehouse No. 4",-130.02203996,55.91104440100011,76002280,0
"Sts. Constantine and Helen Chapel",-155.436421273,61.35554166000011,80004583,0
"Sts. Peter and Paul Church",-170.2825,57.12222222222222,80000744,0
"Sts. Sergius and Herman of Valaam Chapel",-151.922857008,59.35557783000011,80004581,0
"Sullivan Roadhouse",-145.731374705,64.0350505750001,79003756,0
"Sushana River Ranger Cabin No. 17",-149.749842402,63.7983125740001,86003227,0
"Susitna River Bridge",-149.694527093,62.7679061150001,77000227,0
"Swanberg Dredge",-165.363428567,64.49157065600011,01000232,0
"Swetman House",-149.439315796,60.1034774780001,78003430,0
"Talkeetna Airstrip",-150.113617092,62.3209363600001,02000814,0
"Talkeetna Historic District",-150.114669295,62.3230511610001,93000321,0
"Tanana Mission",-152.041103979,65.1711474720001,77000230,0
"Teeland&amp;apos;s Country Store",-149.441087674,61.5812140260001,78000533,0
"Teller Mission Orphanage",-166.4829,65.33150000000001,01001117,0
"Thayer Lake East Shelter Cabin",-134.464279155,57.633919172,95001309,0
"Thayer Lake North Shelter Cabin",-134.41145683,57.6898265620001,95001304,0
"Thayer Lake South Shelter Cabin",-134.469833119,57.59756233400002,95001298,0
"The Star",-131.649093628,55.345428467,93000336,0
"Thomas, George C., Memorial Library",-147.727645874,64.844734192,72001542,0
"Thorn--Stingley House",-151.100448608,59.7943954470001,01000023,0
"Toklat Ranger Station--Pearson Cabin No. 4",-150.048585099,63.5180410660001,86003207,0
"Tolovana Roadhouse",-149.80803297,64.8475351490001,88000402,0
"Totem Bight State Historic Site",-131.772857256,55.4226719070001,70000916,0
"Transfiguration of Our Lord Chapel",-158.491811382,58.94765732200009,80000752,0
"Tree Point Lighthouse",-130.92348,54.804314,04001177,0
"Tryck, Blanche and Oscar, House",-149.444367051,61.58146075500012,04000968,0
"Twin Glacier Camp",-133.94111357,58.49036845700001,88000556,0
"United Protestant Church",-149.108428955,61.5988960270001,80000757,0
"Upper East Fork Cabin No. 29",-149.781023487,63.55801631400001,86003209,0
"Upper Toklat River Cabin No. 24",-150.048720986,63.518672591,86003211,0
"Upper Windy Creek Ranger Cabin No. 7",-149.02643481,63.43599031900001,86003219,0
"US Coast Guard and Geodetic Survey Seismological and Geomagnetic House",-135.330780029,57.04824447600001,86003234,0
"Utkeagvik Church Manse",-156.784414143,71.2923373150001,83003447,0
"Valdez Trail--Copper Bluff Segment",-145.366938098,62.02087837300012,98000077,0
"Valentine Building",-134.403610229,58.299339294,85001275,0
"Van Gilder Hotel",-149.441345215,60.10298156700011,80004575,0
"Walker-Broderick House",-131.653656006,55.3469085690001,82004903,0
"Wasilla Community Hall",-149.441436768,61.5812072750001,82002072,0
"Wasilla Depot",-149.44354248,61.581012726,77000218,0
"Wasilla Elementary School",-149.440436808,61.58204298,80000758,0
"Wendler Building",-149.889434814,61.21845245400001,82004973,0
"Whitney Section House",-149.544713436,61.5780293330001,04001106,0
"Wickersham House",-134.409011841,58.3025703430001,76000360,0
"Wickersham House",-147.773338391,64.8382917110001,79003757,0
"Windfall Harbor Shelter Cabin",-134.308023994,57.8361702830001,95001299,0
"Woodchopper Roadhouse",-143.301268901,65.34909816700009,87001201,0
"Ziegler House",-131.651596069,55.34678649900011,85001161,0
"10 Cottages on Short Street",-110.938168364,31.33368310200011,85001873,0
"1931 Tempe Bridge",-111.940371812,33.4305135710001,81000137,0
"1931 Tempe Bridge",-111.943227872,33.4359936490001,81000137,0
"59th Avenue Residential Historic District",-112.187152506,33.5481411970001,06000767,0
"6th Avenue Hotel-Windsor Hotel",-112.080764771,33.4493255620001,85002041,0
"915 E. Pierce Street/Grand Pyramid House",-112.061042786,33.4557914730001,02000800,0
"Abandoned Route 66, Ash Fork Hill",-112.36184003,35.21962014100011,89000380,0
"Abandoned Route 66, Parks (1921)",-111.956188071,35.260139032,89000377,0
"Abandoned Route 66, Parks (1921)",-111.951021777,35.2601797500001,89000377,0
"Abandoned Route 66, Parks (1931)",-111.930686266,35.2603378790001,89000378,0
"Abandoned Route 66, Parks (1931)",-111.946179998,35.2597668760001,89000378,0
"Acadia Ranch",-110.764219958,32.6091700170001,84000765,0
"Ackel, Salim, House",-112.071510315,33.4711341860001,94000574,0
"Adams School",-112.083763123,33.4492950440001,79000418,0
"Adams, W. E., House",-112.07510376,33.43788147000001,94001524,0
"Administration/Science Building",-111.933493225,33.421005069,85002169,0
"Agate House Pueblo",-109.861923156,34.8051278200001,75000170,0
"Air Force Facility Missile Site 8 (571-7) Military Reservation",-110.999236908,31.9032356500001,92001234,0
"Ajo Townsite Historic District",-112.86429072,32.3722879420001,01000877,0
"Alchesay Canyon Bridge",-111.159244941,33.6680796900001,88001615,0
"Alhambra Hotel",-111.83404541,33.4139671330001,91000982,0
"All Saint&amp;apos;s Church",-110.766084525,32.6093990260001,84000768,0
"Allentown Bridge",-109.155318598,35.2809580730001,88001617,0
"Alma Ward Meeting House",-111.84853363,33.4149513240001,05001198,0
"Alpine Elementary School",-109.14175191,33.847592686,97000369,0
"Alvarado Historic District",-112.070758348,33.4711157440001,94001481,0
"American Flag Post Office Ranch",-110.720824716,32.5802591610001,79000426,0
"Ammo Bunker (S-1007)",-111.679540239,33.2954344170001,95000748,0
"Ammo Bunker (S-1008)",-111.678672655,33.294356791,95000759,0
"Anchor Manufacturing Co.",-112.073760986,33.44268035900011,85002042,0
"Anderson, Helen, House",-112.077049255,33.4657592770001,83003449,0
"Anderson, Max J., House",-114.050445557,35.1919860840001,86001110,0
"Anderson, R. L., House",-114.047286987,35.1885719300001,87001160,0
"Anderson--Johannes House",-112.085899353,33.4501304630001,94001525,0
"Andre Building",-111.939787846,33.426233831,79000419,0
"Angulo--Hostetter House",-111.824958801,33.41835022,00001266,0
"Antelope Hill Highway Bridge",-114.012794386,32.7190815590001,79003444,0
"Antelope Hill Highway Bridge",-114.015282997,32.714813345,79003444,0
"Apache Powder Historic Residential District",-110.300641428,31.9672865890001,94000078,0
"Arballo, Ramon, House",-111.382935946,33.035796485,86002623,0
"Arizona Academy--North Hall and South Hall",-112.051994324,33.4638099670001,93000813,0
"Arizona Bank and Trust",-109.71169281,32.8332824710001,87002557,0
"Arizona Citrus Growers Association Warehouse",-112.064498901,33.4449920650001,85002043,0
"Arizona Compress &amp; Warehouse Co. Warehouse",-112.054191589,33.445926666,85002044,0
"Arizona Daily Star Building",-110.972427368,32.222175598,02000033,0
"Arizona Hotel",-110.96862793,32.2227363590001,03000902,0
"Arizona Inn",-110.93964386,32.2426948550001,88000240,0
"Arizona Lumber and Timber Company Office",-111.657463074,35.1873703000001,86000900,0
"Arizona Pioneers&amp;apos; Home",-112.472946167,34.538581848,95001363,0
"Arizona Rancho",-110.161624643,34.8996829480001,97001210,0
"Arizona State Capitol Building",-112.098625183,33.4481277470001,74000455,0
"Arizona-Sonora Manufacturing Company Machine Shop",-110.938164205,31.3400441560001,85001851,0
"Armory Park Historic Residential District",-110.966814791,32.21565459,76000378,0
"Armory Park Historic Residential District (Boundary Increase)",-110.965615983,32.2147430950001,96000754,0
"Armour and Jacobson Building",-114.051756188,35.1892511190001,86001112,0
"Arvizu&amp;apos;s El Fresnal Grocery Store",-112.069656372,33.443214417,85002046,0
"Ash Fork Maintenance Camp No.1",-112.491951631,35.2228017460001,00000103,0
"Ash Fork Steel Dam",-112.415909474,35.2254282850001,76000373,0
"Ashland Place Historic District",-112.071364837,33.4740507270001,94001486,0
"Ashurst House",-111.653388977,35.1999397280001,84000529,0
"AT &amp; SF Locomotive",-114.060073568,35.1899942760001,86001113,0
"AT &amp; T Building",-114.05418396,35.192405701,86001114,0
"Atascosa Lookout House",-111.147075073,31.4259791410001,87002462,0
"Avenenti, Encarnacion, House",-111.386021478,33.03118664,87001592,0
"Awatovi Ruins",-110.277918016,35.7188358530001,66000187,0
"B. B. Moeur Activity Building",-111.936149014,33.4179184870001,85002171,0
"Baird, F. S., Machine Shop",-112.066070557,33.449367523,85002047,0
"Balsz House",-114.622085571,32.717422485,82001624,0
"Bank Hotel",-111.649131775,35.1974830630001,77000232,0
"Barfoot Lookout Complex",-109.273902003,31.916589328,87002463,0
"Barney Flat Historic Railroad Logging Landscape",-112.148569952,35.157471446,95000155,0
"Barrio Libre",-110.973787628,32.2129227040001,78000565,0
"Bartlett, Samuel L., House",-112.078727722,33.5528373720001,96001057,0
